yas,gelir,kredi_skoru,borc_miktari,kredi_onayi
65,5439,315,5654,Hayır
50,3382,735,4474,Hayır
44,14837,406,22323,Hayır
59,7522,541,24719,Hayır
36,8792,315,23167,Hayır
65,2133,486,29401,Hayır
31,6796,666,20500,Hayır
42,14240,771,38233,Hayır
51,7796,822,9541,Hayır
41,11467,722,21691,Hayır
55,14493,823,21013,Hayır
40,10699,433,17939,Hayır
22,2529,687,40407,Hayır
61,4238,609,47968,Hayır
53,2405,632,49979,Hayır
41,6183,731,21714,Hayır
53,6702,460,8870,Hayır
22,7552,675,4107,Hayır
56,6369,806,30396,Hayır
23,10252,596,25883,Hayır
62,10273,335,34270,Hayır
53,15389,547,16298,Hayır
62,5779,748,38116,Hayır
21,5974,573,32541,Hayır
27,17219,467,4917,Hayır
69,12911,665,36421,Hayır
18,5110,466,15481,Hayır
38,15892,807,22316,Hayır
57,3021,836,10424,Hayır
56,12635,727,19767,Hayır
54,13542,659,26450,Hayır
20,5006,368,21751,Hayır
64,8477,479,28860,Hayır
48,3215,552,45097,Hayır
44,18704,615,48292,Hayır
34,14629,325,2710,Hayır
40,19435,566,7003,Hayır
30,5385,812,37913,Hayır
64,5181,825,36931,Hayır
44,6728,697,26579,Hayır
68,16828,483,22759,Hayır
37,13839,398,4518,Hayır
63,3538,416,34022,Hayır
30,8413,639,40355,Hayır
61,15286,349,38805,Hayır
41,8278,649,38726,Hayır
58,12751,671,10519,Hayır
20,4448,559,39966,Hayır
60,3518,639,27091,Hayır
27,7202,531,10153,Hayır
18,3331,333,28752,Hayır
66,12860,339,33237,Hayır
30,11241,465,23326,Hayır
31,4214,702,19617,Hayır
50,10876,679,23748,Hayır
19,18844,619,28312,Hayır
19,17510,512,2797,Evet
56,11255,367,22334,Hayır
58,15087,832,42532,Hayır
48,5940,586,37143,Hayır
21,5664,737,33467,Hayır
51,15651,415,9991,Hayır
36,10358,773,18245,Hayır
54,8341,415,24366,Hayır
26,8583,422,27318,Hayır
41,2558,749,34061,Hayır
30,19937,476,2423,Hayır
61,6609,668,13792,Hayır
47,7301,344,43909,Hayır
36,17191,659,5883,Hayır
58,4461,569,29521,Hayır
27,4538,678,3981,Hayır
68,5590,599,15662,Hayır
59,18078,492,19358,Hayır
61,15880,378,21393,Hayır
31,12490,525,315,Evet
57,3756,463,48039,Hayır
65,8896,799,33075,Hayır
66,10172,504,46574,Hayır
37,3948,586,11890,Hayır
21,18217,836,2807,Evet
55,14323,795,8100,Hayır
61,2368,594,13282,Hayır
67,18274,422,37501,Hayır
56,2958,624,36328,Hayır
22,14941,554,28399,Hayır
59,9271,679,35927,Hayır
49,6335,592,30227,Hayır
23,4415,710,13556,Hayır
31,9458,626,43887,Hayır
23,16484,571,4240,Hayır
31,14688,570,17759,Hayır
29,11878,360,35931,Hayır
44,7916,487,2513,Hayır
43,7950,428,28889,Hayır
29,11669,829,33120,Hayır
25,6320,644,29170,Hayır
27,4031,739,28380,Hayır
33,14895,523,30116,Hayır
69,2899,523,21011,Hayır
43,8046,724,34699,Hayır
25,9061,789,38763,Hayır
58,18794,693,42529,Hayır
62,16420,356,44946,Hayır
46,18865,586,47168,Hayır
37,9510,786,8819,Hayır
34,10171,389,3467,Hayır
36,2271,438,7783,Hayır
34,12245,630,44986,Hayır
56,5535,654,42847,Hayır
18,16349,739,5542,Evet
69,5074,712,36084,Hayır
46,11952,558,14371,Hayır
31,10179,446,39524,Hayır
34,14774,623,11428,Hayır
30,19180,600,34971,Hayır
46,10166,766,7712,Hayır
51,9555,409,40026,Hayır
44,19575,383,37291,Hayır
63,2936,502,20502,Hayır
50,12371,837,43883,Hayır
46,14793,544,18100,Hayır
54,8097,626,12669,Hayır
56,12872,300,41440,Hayır
36,16571,552,8008,Hayır
63,2022,319,21273,Hayır
41,14901,529,36662,Hayır
31,5203,476,46833,Hayır
64,18835,465,14426,Hayır
54,2273,626,46231,Hayır
22,19408,780,27967,Hayır
41,12900,824,18665,Hayır
51,10488,354,45502,Hayır
67,9856,687,10424,Hayır
48,15404,713,11029,Hayır
47,11128,494,43339,Hayır
26,2570,625,21763,Hayır
44,17235,739,10757,Hayır
45,8706,530,48521,Hayır
59,2766,676,45654,Hayır
43,3626,755,1321,Evet
35,2653,693,29655,Hayır
53,16756,652,36437,Hayır
25,14317,589,24525,Hayır
35,7834,836,34728,Hayır
37,7624,321,5554,Hayır
49,8042,658,14169,Hayır
46,4877,661,36630,Hayır
66,6606,401,20800,Hayır
65,17362,442,44774,Hayır
35,17910,736,48691,Hayır
24,7394,300,3487,Hayır
18,13624,340,34615,Hayır
45,16433,382,12322,Hayır
50,11382,764,43479,Hayır
67,14553,690,32523,Hayır
21,9155,537,2211,Hayır
37,18767,338,37433,Hayır
69,4198,516,48965,Hayır
53,7367,580,15783,Hayır
48,18954,416,38175,Hayır
55,5731,703,14268,Hayır
45,8474,593,25578,Hayır
20,19145,788,5466,Evet
23,2927,407,21954,Hayır
62,3798,750,46261,Hayır
40,13462,680,31351,Hayır
24,13363,728,5399,Hayır
53,9597,677,34758,Hayır
18,15892,838,6495,Hayır
23,15013,366,5237,Hayır
41,14451,354,32631,Hayır
54,18834,842,6472,Hayır
62,8391,433,10051,Hayır
68,8585,707,41637,Hayır
53,5885,529,4387,Hayır
41,13973,634,47362,Hayır
55,12518,302,9180,Hayır
62,19593,333,19078,Hayır
46,14775,346,12328,Hayır
54,14511,830,10822,Hayır
62,19368,585,38403,Hayır
49,14388,461,47939,Hayır
42,13005,735,23960,Hayır
27,16199,622,22220,Hayır
52,12914,396,23733,Hayır
42,12671,461,2392,Hayır
44,6644,531,31194,Hayır
62,11727,397,18842,Hayır
49,12629,510,25153,Hayır
29,8354,423,44518,Hayır
21,12111,428,24909,Hayır
59,7205,626,29480,Hayır
43,7624,769,27254,Hayır
20,15050,848,19553,Hayır
34,11177,625,43985,Hayır
26,13558,302,40913,Hayır
46,13151,797,11845,Hayır
18,9771,462,38157,Hayır
35,13640,443,1836,Hayır
58,17489,602,38453,Hayır
37,14161,517,38726,Hayır
58,16935,846,8025,Hayır
51,7877,596,47478,Hayır
68,12806,662,1833,Hayır
45,17755,473,14356,Hayır
65,6059,432,47635,Hayır
52,11019,487,11325,Hayır
33,9155,737,46525,Hayır
38,6141,349,26052,Hayır
30,6144,317,46977,Hayır
52,13921,476,1980,Hayır
59,18203,314,29216,Hayır
49,14024,518,46488,Hayır
67,5145,300,1684,Hayır
55,16608,550,18978,Hayır
23,11215,694,25257,Hayır
67,17353,757,13129,Hayır
55,16175,436,15789,Hayır
55,11011,700,43920,Hayır
30,3362,526,15907,Hayır
63,2458,462,33905,Hayır
56,16710,460,28968,Hayır
30,5742,378,37639,Hayır
64,5127,608,36029,Hayır
29,18623,756,22941,Hayır
50,17634,582,9369,Hayır
45,6933,536,38916,Hayır
20,13163,736,48267,Hayır
35,6763,380,47072,Hayır
43,5663,499,42454,Hayır
57,11329,696,24730,Hayır
19,9712,432,30734,Hayır
21,3000,431,38064,Hayır
67,16252,405,37219,Hayır
45,19839,663,10571,Hayır
45,11586,630,9261,Hayır
42,7694,342,36272,Hayır
43,14032,362,2795,Hayır
62,11661,548,25211,Hayır
64,6700,793,36492,Hayır
19,16210,729,46624,Hayır
59,17052,778,45569,Hayır
51,14371,825,26377,Hayır
47,9786,829,37985,Hayır
38,7366,728,1497,Evet
61,3907,773,25733,Hayır
54,5588,452,49808,Hayır
61,9983,332,8554,Hayır
40,12457,742,25843,Hayır
50,17325,427,1272,Hayır
19,19641,640,25015,Hayır
44,16380,685,8106,Hayır
65,4207,561,45111,Hayır
39,15469,753,2970,Evet
51,10971,520,17606,Hayır
33,9267,706,5212,Hayır
37,2555,410,4615,Hayır
43,10160,357,2021,Hayır
33,8825,653,19527,Hayır
23,5092,560,11791,Hayır
62,3273,545,14083,Hayır
61,3212,474,15347,Hayır
40,10985,549,15013,Hayır
59,4719,634,20801,Hayır
54,3062,755,28614,Hayır
25,18142,507,22274,Hayır
23,2700,506,28306,Hayır
54,8489,773,44192,Hayır
69,10494,790,47723,Hayır
39,7249,476,25756,Hayır
23,8977,648,35485,Hayır
49,4991,667,43103,Hayır
34,11394,830,30581,Hayır
55,7871,372,6546,Hayır
34,4691,843,12867,Hayır
54,16496,745,30164,Hayır
40,6502,615,14462,Hayır
66,3204,461,20926,Hayır
66,19676,395,286,Hayır
30,19977,352,25211,Hayır
49,13752,476,14859,Hayır
39,14781,722,8002,Hayır
24,2553,395,24703,Hayır
39,15912,367,6186,Hayır
38,17980,481,35068,Hayır
23,12984,552,49577,Hayır
31,5933,463,21298,Hayır
33,16356,351,41811,Hayır
20,9119,398,14832,Hayır
26,4414,423,41305,Hayır
64,17045,832,23205,Hayır
38,12793,762,41013,Hayır
67,7831,727,41903,Hayır
47,7504,459,11272,Hayır
47,3689,752,2081,Hayır
59,5952,689,41112,Hayır
59,8182,544,20379,Hayır
49,16382,662,32456,Hayır
40,11527,570,379,Evet
20,19517,300,25937,Hayır
18,14272,574,10523,Hayır
20,16039,449,49333,Hayır
54,12349,837,27659,Hayır
24,16508,743,213,Evet
20,19728,552,37247,Hayır
53,12755,738,38697,Hayır
66,3980,474,21016,Hayır
20,10252,345,14241,Hayır
21,17506,733,1244,Evet
48,5413,837,30513,Hayır
19,3891,654,42175,Hayır
31,9742,495,16008,Hayır
54,7142,664,33915,Hayır
48,2768,480,24575,Hayır
19,19468,328,47060,Hayır
48,10398,579,10418,Hayır
64,6888,365,40987,Hayır
60,18375,483,19450,Hayır
39,15312,309,10436,Hayır
27,19142,402,45721,Hayır
69,16250,831,17455,Hayır
47,7257,721,2444,Evet
50,8465,399,15451,Hayır
36,13792,655,46700,Hayır
63,3626,535,28367,Hayır
42,14763,481,4221,Hayır
63,2125,678,8513,Hayır
18,7357,686,43254,Hayır
49,18353,363,20368,Hayır
42,3069,392,46633,Hayır
58,15684,839,15176,Hayır
34,5195,357,5573,Hayır
31,9235,748,33729,Hayır
62,16837,810,33658,Hayır
30,7443,374,39984,Hayır
55,2643,499,33464,Hayır
56,9528,379,47635,Hayır
19,14234,518,31124,Hayır
49,19132,775,49695,Hayır
49,17930,340,24692,Hayır
57,13928,780,26062,Hayır
23,7000,380,4211,Hayır
42,12008,411,30314,Hayır
20,15905,512,13367,Hayır
35,9577,673,12139,Hayır
67,6919,600,25713,Hayır
55,13840,799,31637,Hayır
60,4748,562,14452,Hayır
20,18904,645,36163,Hayır
65,6489,507,41705,Hayır
22,17215,385,15303,Hayır
41,10276,843,16736,Hayır
51,19443,708,22743,Hayır
64,18799,643,28759,Hayır
65,8087,400,43023,Hayır
56,15013,436,23593,Hayır
65,16211,520,33533,Hayır
41,6316,728,45688,Hayır
53,5901,406,7645,Hayır
45,3342,748,49366,Hayır
65,14766,308,4475,Hayır
66,12631,668,164,Hayır
51,17947,655,37201,Hayır
33,17453,667,43724,Hayır
53,6414,543,83,Evet
24,15628,566,20196,Hayır
35,18226,445,39107,Hayır
23,13005,333,45059,Hayır
67,6611,561,15240,Hayır
45,19463,324,39627,Hayır
56,13818,422,38066,Hayır
51,10500,755,29589,Hayır
68,4872,543,12511,Hayır
58,15662,702,17164,Hayır
46,13130,665,27814,Hayır
21,15855,552,7219,Hayır
31,15423,609,29929,Hayır
22,16560,669,19206,Hayır
42,14050,777,28461,Hayır
56,12031,650,45369,Hayır
25,17433,443,26943,Hayır
32,10345,350,14695,Hayır
36,10301,453,3469,Hayır
28,2506,330,15632,Hayır
37,12412,744,20230,Hayır
53,10163,623,7215,Hayır
35,5217,563,40360,Hayır
31,6894,379,27707,Hayır
55,12638,348,16712,Hayır
42,16437,407,26934,Hayır
33,2988,616,21506,Hayır
35,17886,779,47096,Hayır
18,13624,460,30894,Hayır
57,12198,715,14164,Hayır
18,18557,527,26085,Hayır
18,12058,814,26700,Hayır
68,3462,531,44374,Hayır
38,12792,393,11473,Hayır
42,14775,334,22793,Hayır
44,19168,325,24089,Hayır
27,7657,498,10949,Hayır
67,7237,749,27926,Hayır
29,17673,538,16615,Hayır
45,3630,416,20612,Hayır
66,12698,697,49510,Hayır
49,17461,497,40139,Hayır
50,2725,693,842,Hayır
25,9149,773,2136,Evet
59,12615,715,45343,Hayır
43,4691,544,45741,Hayır
59,12341,479,7915,Hayır
67,16282,771,40412,Hayır
58,6152,600,2120,Hayır
19,13456,303,5879,Hayır
52,6526,773,7957,Hayır
51,17102,565,38667,Hayır
23,11387,780,8298,Hayır
48,12336,783,32963,Hayır
40,10330,507,3480,Hayır
29,3444,448,44163,Hayır
68,16169,688,45119,Hayır
45,12604,475,47823,Hayır
32,6633,817,23675,Hayır
36,11484,581,26720,Hayır
29,9584,446,3396,Hayır
67,9375,477,49731,Hayır
65,14006,726,3164,Hayır
19,17231,676,19730,Hayır
28,16622,596,28239,Hayır
61,14455,554,5119,Hayır
54,6310,766,14752,Hayır
55,7235,668,46162,Hayır
42,10335,573,22172,Hayır
60,13486,704,37393,Hayır
38,3887,644,44678,Hayır
59,14756,380,34695,Hayır
53,3327,570,5046,Hayır
26,8030,313,44342,Hayır
29,16911,463,35383,Hayır
27,10326,683,27394,Hayır
63,6915,315,202,Hayır
22,6236,700,21690,Hayır
50,16297,806,28570,Hayır
22,14693,848,44974,Hayır
33,13974,515,21795,Hayır
54,2034,755,41825,Hayır
54,9810,751,1698,Evet
46,16050,811,24724,Hayır
35,6751,366,49622,Hayır
46,15740,337,13710,Hayır
23,5777,515,11463,Hayır
35,5749,322,6954,Hayır
49,14311,768,20152,Hayır
59,4262,366,40390,Hayır
64,18747,638,26645,Hayır
48,19208,595,35620,Hayır
28,19530,425,29209,Hayır
43,18981,300,38665,Hayır
45,12704,704,15567,Hayır
44,9245,821,49728,Hayır
36,11463,585,17826,Hayır
62,5685,584,45891,Hayır
44,4120,302,2199,Hayır
37,15031,535,7822,Hayır
20,18617,439,21764,Hayır
33,3300,511,39835,Hayır
56,10614,343,7225,Hayır
61,3451,814,984,Hayır
46,17490,701,45960,Hayır
32,6003,442,11623,Hayır
47,6736,396,33408,Hayır
57,14313,571,30654,Hayır
66,2529,341,5778,Hayır
18,2931,543,43061,Hayır
46,7035,363,31951,Hayır
47,11767,419,37105,Hayır
57,16153,303,625,Hayır
63,3465,705,37552,Hayır
49,5510,677,19073,Hayır
27,8307,625,19638,Hayır
44,6430,762,10293,Hayır
68,12653,752,23764,Hayır
25,2589,419,32151,Hayır
68,7462,584,16201,Hayır
53,16699,511,11757,Hayır
59,16589,638,7621,Hayır
52,17997,843,27252,Hayır
53,5469,332,4755,Hayır
65,2170,555,21582,Hayır
53,6298,398,1489,Hayır
42,6375,556,34076,Hayır
37,2403,453,11006,Hayır
69,5527,838,28239,Hayır
62,4065,345,48693,Hayır
34,11337,580,11471,Hayır
40,11955,318,15556,Hayır
42,6584,538,41599,Hayır
65,16767,728,2413,Hayır
66,8331,438,27962,Hayır
48,2123,520,33846,Hayır
23,16216,718,19103,Hayır
52,10798,784,17157,Hayır
69,14409,327,24512,Hayır
21,11286,397,32554,Hayır
57,17730,632,46602,Hayır
37,14960,320,276,Hayır
58,15472,622,2281,Evet
18,15176,574,6733,Hayır
62,3715,845,43672,Hayır
43,5459,606,29595,Hayır
51,15365,469,29608,Hayır
27,12691,588,47754,Hayır
40,8894,780,29202,Hayır
68,3889,628,29847,Hayır
66,4927,320,5677,Hayır
41,17136,409,37032,Hayır
30,7252,538,17364,Hayır
46,15266,517,12500,Hayır
63,13617,622,31848,Hayır
44,15376,566,10341,Hayır
48,3826,708,14512,Hayır
60,9202,615,30668,Hayır
27,14615,812,46805,Hayır
48,13036,730,40449,Hayır
56,14195,349,4691,Hayır
27,8477,370,6899,Hayır
41,7417,524,48569,Hayır
50,6721,521,32835,Hayır
31,13782,842,28919,Hayır
52,12636,710,43059,Hayır
62,14821,411,43294,Hayır
51,19077,445,35036,Hayır
34,5073,372,30404,Hayır
38,17160,498,33155,Hayır
49,5540,731,37427,Hayır
20,5873,325,20482,Hayır
32,16891,768,3435,Evet
25,18948,672,21281,Hayır
49,14221,411,12485,Hayır
55,10687,395,34143,Hayır
43,12077,584,38736,Hayır
47,17691,613,40217,Hayır
26,14100,623,30135,Hayır
49,19024,553,19691,Hayır
28,18546,330,49295,Hayır
39,6346,397,1649,Hayır
51,9704,536,31472,Hayır
58,12357,473,4894,Hayır
35,6464,333,27754,Hayır
36,11330,586,26779,Hayır
35,14482,774,48631,Hayır
54,18521,489,30174,Hayır
35,11875,326,4324,Hayır
29,9106,341,39560,Hayır
21,17374,649,25112,Hayır
64,17731,820,15790,Hayır
60,6251,586,9676,Hayır
44,3058,467,6888,Hayır
68,6614,302,20125,Hayır
22,10361,811,17444,Hayır
23,12736,444,15052,Hayır
30,9224,798,19306,Hayır
40,17995,469,2797,Hayır
59,18065,660,18476,Hayır
42,5051,726,11088,Hayır
63,5666,536,39424,Hayır
21,4760,749,35658,Hayır
69,3360,310,15724,Hayır
49,10614,307,34188,Hayır
61,4829,334,29332,Hayır
32,16809,648,10535,Hayır
43,2145,628,927,Hayır
59,4373,429,20441,Hayır
28,2229,705,14706,Hayır
26,12061,360,17536,Hayır
28,7388,764,15380,Hayır
19,17071,557,44491,Hayır
62,14058,805,28168,Hayır
44,4829,515,36019,Hayır
43,19625,645,48302,Hayır
25,7048,750,24099,Hayır
38,5295,460,14573,Hayır
38,11576,572,33524,Hayır
25,17513,844,19848,Hayır
18,19772,722,28073,Hayır
55,13842,411,27324,Hayır
30,10476,668,47829,Hayır
26,2595,452,7519,Hayır
45,13075,613,39544,Hayır
23,14813,729,1339,Evet
64,15164,433,31881,Hayır
40,11254,649,3682,Hayır
65,13540,333,32731,Hayır
53,8655,603,41461,Hayır
34,15494,358,17530,Hayır
26,9877,787,22890,Hayır
29,15051,760,36995,Hayır
39,8884,656,25060,Hayır
68,16808,409,42472,Hayır
69,14753,610,43413,Hayır
29,13352,410,43184,Hayır
23,14589,596,20894,Hayır
61,9287,402,45353,Hayır
26,19079,758,35694,Hayır
69,17053,838,15931,Hayır
54,16451,744,44703,Hayır
20,16735,733,30113,Hayır
51,11875,822,586,Evet
25,10301,649,13456,Hayır
27,12439,413,33252,Hayır
64,4639,613,8339,Hayır
58,17098,492,18495,Hayır
59,15531,549,29231,Hayır
60,5883,308,43755,Hayır
26,12674,789,26303,Hayır
31,5989,629,47372,Hayır
54,13997,390,35224,Hayır
44,2591,506,3934,Hayır
58,14402,378,43007,Hayır
49,10216,759,38676,Hayır
21,7398,586,3145,Hayır
19,12532,412,35040,Hayır
68,7339,725,9705,Hayır
50,5899,745,18726,Hayır
38,11622,526,26545,Hayır
18,11760,736,15966,Hayır
61,8837,706,26766,Hayır
28,16886,515,21512,Hayır
18,11304,622,33611,Hayır
63,14390,494,14576,Hayır
28,16010,325,4944,Hayır
24,18542,570,28578,Hayır
19,2733,738,45983,Hayır
32,4028,439,24808,Hayır
25,19148,353,41730,Hayır
69,17212,650,3173,Hayır
64,2191,346,2408,Hayır
43,9137,843,39051,Hayır
57,19484,580,22332,Hayır
59,18214,416,15724,Hayır
68,10972,683,22424,Hayır
52,19177,464,41312,Hayır
69,12972,767,2176,Hayır
63,10282,767,9316,Hayır
58,8711,837,2848,Hayır
58,3641,608,18614,Hayır
38,5358,753,9683,Hayır
55,5856,690,1072,Evet
25,10627,303,15239,Hayır
60,3916,417,14525,Hayır
49,17251,834,34003,Hayır
25,18430,374,36542,Hayır
61,4354,393,27971,Hayır
27,18497,672,21870,Hayır
40,3081,670,20382,Hayır
21,13494,734,17346,Hayır
65,16090,465,47917,Hayır
69,15323,575,9727,Hayır
55,17052,791,43566,Hayır
47,3589,676,48229,Hayır
58,6855,520,47366,Hayır
40,11629,841,48777,Hayır
22,8030,722,36646,Hayır
38,3525,320,20038,Hayır
23,15959,830,4785,Evet
66,14643,644,26883,Hayır
34,6595,723,22336,Hayır
42,7599,559,34071,Hayır
41,10935,361,32619,Hayır
39,12733,355,31141,Hayır
30,4165,413,48901,Hayır
34,11846,438,13121,Hayır
31,13699,362,37586,Hayır
51,7778,411,10996,Hayır
43,13993,447,17829,Hayır
36,18646,653,18606,Hayır
43,16264,360,14736,Hayır
20,6431,761,36849,Hayır
19,17210,561,29081,Hayır
45,11208,435,32044,Hayır
19,16539,610,47513,Hayır
39,19367,377,29716,Hayır
24,9671,833,39723,Hayır
21,19943,449,13684,Hayır
66,4702,709,29780,Hayır
55,17191,566,19533,Hayır
56,12455,363,43298,Hayır
37,18281,825,21109,Hayır
23,7686,445,19215,Hayır
26,6497,609,45452,Hayır
69,7802,790,9583,Hayır
48,6268,509,48932,Hayır
43,17128,695,40893,Hayır
53,6048,750,10054,Hayır
43,2506,576,42911,Hayır
45,8287,717,48825,Hayır
22,14214,761,39798,Hayır
68,2246,508,36609,Hayır
27,8684,507,3179,Hayır
35,16655,483,26111,Hayır
32,9552,646,22703,Hayır
50,16569,702,39093,Hayır
22,13801,686,37952,Hayır
54,14849,587,7239,Hayır
57,11634,420,7724,Hayır
39,4639,376,30754,Hayır
39,6157,709,17637,Hayır
39,15382,598,29728,Hayır
69,3918,693,1429,Hayır
32,2943,770,38855,Hayır
34,2988,673,3757,Hayır
68,9936,811,41990,Hayır
62,8693,662,38058,Hayır
45,16672,415,34041,Hayır
39,6279,640,21600,Hayır
38,16615,631,45935,Hayır
59,11928,813,4533,Hayır
34,5113,691,20230,Hayır
22,11515,668,32846,Hayır
35,13627,657,44522,Hayır
34,16325,381,9142,Hayır
21,6214,451,16259,Hayır
24,5148,693,16499,Hayır
42,4886,465,13386,Hayır
54,14178,728,42408,Hayır
57,4481,567,39166,Hayır
57,3425,430,46,Hayır
60,2667,765,5176,Hayır
26,7532,418,18220,Hayır
36,18486,745,28123,Hayır
68,5685,649,43201,Hayır
26,2048,644,44476,Hayır
40,6947,428,11024,Hayır
48,18167,474,5422,Hayır
49,14288,400,10924,Hayır
69,14448,845,10682,Hayır
48,6719,569,26207,Hayır
34,19677,305,5666,Hayır
65,16811,592,13435,Hayır
56,8908,433,15997,Hayır
39,12155,522,9280,Hayır
52,19700,503,34706,Hayır
47,15899,334,45206,Hayır
68,2498,510,11679,Hayır
57,18870,561,40443,Hayır
54,9579,557,30120,Hayır
43,7740,322,30983,Hayır
23,2888,674,23508,Hayır
51,13920,482,17547,Hayır
49,12483,472,38243,Hayır
42,9736,577,33150,Hayır
68,3104,463,26717,Hayır
30,18564,813,13040,Hayır
55,6767,822,31737,Hayır
55,19253,449,30127,Hayır
19,13640,672,36338,Hayır
22,10408,308,27569,Hayır
28,4810,301,724,Hayır
28,16337,728,13686,Hayır
41,15886,310,15052,Hayır
31,17834,608,26029,Hayır
62,14747,513,38987,Hayır
47,19015,464,29657,Hayır
57,15044,324,12574,Hayır
64,17119,753,4418,Hayır
61,18514,622,35194,Hayır
52,13480,418,11897,Hayır
38,10721,355,7783,Hayır
22,15542,581,26120,Hayır
55,12025,494,35974,Hayır
19,3147,712,30326,Hayır
57,2561,638,38926,Hayır
54,19479,464,10822,Hayır
66,17731,625,33383,Hayır
51,4172,300,46471,Hayır
28,12622,757,45534,Hayır
53,16520,722,16422,Hayır
28,2083,576,43824,Hayır
26,4987,711,10073,Hayır
23,14952,480,21072,Hayır
51,17045,600,18142,Hayır
64,8875,462,9543,Hayır
54,7079,303,4479,Hayır
49,2905,647,15234,Hayır
29,8793,537,10747,Hayır
62,16018,719,8146,Hayır
49,10730,832,37306,Hayır
34,16498,311,41833,Hayır
21,8205,497,25336,Hayır
59,14550,518,44498,Hayır
50,2198,753,49307,Hayır
60,11723,387,14062,Hayır
65,19355,380,22501,Hayır
60,7314,462,27945,Hayır
26,13055,786,14510,Hayır
51,4370,315,14428,Hayır
56,14632,765,1777,Evet
68,14199,586,21769,Hayır
47,11825,729,49132,Hayır
67,7321,671,31262,Hayır
37,3371,485,9021,Hayır
56,10626,639,24468,Hayır
40,2839,413,47315,Hayır
58,8291,354,42698,Hayır
61,13908,828,46340,Hayır
52,18296,345,46270,Hayır
40,8412,461,25592,Hayır
65,17050,593,42933,Hayır
56,14523,827,33490,Hayır
40,6738,745,41649,Hayır
54,18224,555,15420,Hayır
40,2891,815,12274,Hayır
56,10952,765,8462,Hayır
45,3225,437,11839,Hayır
36,4296,365,24566,Hayır
66,18333,522,31392,Hayır
65,13508,659,29742,Hayır
47,15536,406,46674,Hayır
38,2864,593,7132,Hayır
41,8582,393,29710,Hayır
38,15622,847,39027,Hayır
43,13772,509,19089,Hayır
68,4101,632,20197,Hayır
67,19626,567,49113,Hayır
68,13058,666,30417,Hayır
53,19311,694,34709,Hayır
43,7588,694,33794,Hayır
50,2346,470,44913,Hayır
53,8819,322,5633,Hayır
21,2488,616,37320,Hayır
26,11272,697,4522,Hayır
25,9708,492,428,Hayır
19,3110,605,2781,Hayır
46,4425,756,41835,Hayır
40,11578,845,7048,Hayır
23,19353,837,40552,Hayır
60,6403,513,22891,Hayır
53,3934,745,12304,Hayır
63,5160,568,41786,Hayır
38,6786,801,35529,Hayır
39,9454,583,15921,Hayır
26,18330,532,3337,Evet
51,13859,806,26647,Hayır
43,8799,473,33979,Hayır
18,2163,765,7047,Hayır
